workerid	question	response_end	trialnum	correct	time_on_slide_in_seconds	measure	response_start	type	response	language	enjoyment	gender	age	comments	assess	education	OS	screenH	screenW	Browser	hitid	hittypeid	title	description	keywords	reward	creationtime	assignments	numavailable	numpending	numcomplete	hitstatus	reviewstatus	annotation	assignmentduration	autoapprovaldelay	hitlifetime	viewhit	assignmentid	workerid	assignmentstatus	autoapprovaltime	assignmentaccepttime	assignmentsubmittime	assignmentapprovaltime	assignmentrejecttime	deadline	feedback	reject	Answer.catch_trials	Answer.condition	Answer.time_in_minutes
17	What position does Tom Lyons play?	.	1	pitcher	9.696	free	Tom Lyons is a	attention_check	pitcher	English	1	Female	37	thanks!	Yes	2	Mac	800	1280	Chrome	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3ZSANO2JCF718GRAYXNBNV5A694FSO	17	Approved	Mon Dec 01 22:24:54 PST 2014	Mon Dec 01 05:35:07 PST 2014	Mon Dec 01 05:44:54 PST 2014	Mon Dec 01 05:51:53 PST 2014					[]	{"condition":"repeat_target","target":"astoundingly","context":["outrageously","insanely","colossally"]}	8.350316666666666
17	During the off-season, about what percent of his free time do you think Tom Lyons spends working with children one-on-one and coaching them? (adjust the slider to answer)	NA	2	NA	13.318	slider	NA	amount	0.7	English	1	Female	37	thanks!	Yes	2	Mac	800	1280	Chrome	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3ZSANO2JCF718GRAYXNBNV5A694FSO	17	Approved	Mon Dec 01 22:24:54 PST 2014	Mon Dec 01 05:35:07 PST 2014	Mon Dec 01 05:44:54 PST 2014	Mon Dec 01 05:51:53 PST 2014					[]	{"condition":"repeat_target","target":"astoundingly","context":["outrageously","insanely","colossally"]}	8.350316666666666
17	Why do you think Tom Lyons puts so much time and energy into baseball camps instead of taking a vacation?	.	3	NA	11.239	free	Because	explanation	he loves to give back	English	1	Female	37	thanks!	Yes	2	Mac	800	1280	Chrome	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3ZSANO2JCF718GRAYXNBNV5A694FSO	17	Approved	Mon Dec 01 22:24:54 PST 2014	Mon Dec 01 05:35:07 PST 2014	Mon Dec 01 05:44:54 PST 2014	Mon Dec 01 05:51:53 PST 2014					[]	{"condition":"repeat_target","target":"astoundingly","context":["outrageously","insanely","colossally"]}	8.350316666666666
17	Please fill in the blank with your best guess:	, Tom Lyons would not hold baseball camps instead of taking a vacation.	4	NA	13.605	free	If it wasn&quotechart the case that	counterfactual	he loved kids	English	1	Female	37	thanks!	Yes	2	Mac	800	1280	Chrome	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3ZSANO2JCF718GRAYXNBNV5A694FSO	17	Approved	Mon Dec 01 22:24:54 PST 2014	Mon Dec 01 05:35:07 PST 2014	Mon Dec 01 05:44:54 PST 2014	Mon Dec 01 05:51:53 PST 2014					[]	{"condition":"repeat_target","target":"astoundingly","context":["outrageously","insanely","colossally"]}	8.350316666666666
18	NA	NA	NA	NA	567.282	NA	NA	none	NA	englis	2	Male	36		Yes	3	Windows	768	1366	Chrome	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3QRYMNZ7FYHEB8H6LLBE55A5AJ4NTS	18	Approved	Mon Dec 01 22:25:55 PST 2014	Mon Dec 01 05:34:52 PST 2014	Mon Dec 01 05:45:55 PST 2014	Mon Dec 01 05:51:54 PST 2014					[]	{"condition":"repeat_target","target":"astoundingly","context":["colossally","outrageously","insanely"]}	11.010833333333334
18	What kind of camps does Tom Lyons hold?	camps.	0	baseball	12.66	free	He holds	attention_check	free baseball	englis	2	Male	36		Yes	3	Windows	768	1366	Chrome	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3QRYMNZ7FYHEB8H6LLBE55A5AJ4NTS	18	Approved	Mon Dec 01 22:25:55 PST 2014	Mon Dec 01 05:34:52 PST 2014	Mon Dec 01 05:45:55 PST 2014	Mon Dec 01 05:51:54 PST 2014					[]	{"condition":"repeat_target","target":"astoundingly","context":["colossally","outrageously","insanely"]}	11.010833333333334
18	What position does Tom Lyons play?	.	1	pitcher	5.75	free	Tom Lyons is a	attention_check	pitcher	englis	2	Male	36		Yes	3	Windows	768	1366	Chrome	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3QRYMNZ7FYHEB8H6LLBE55A5AJ4NTS	18	Approved	Mon Dec 01 22:25:55 PST 2014	Mon Dec 01 05:34:52 PST 2014	Mon Dec 01 05:45:55 PST 2014	Mon Dec 01 05:51:54 PST 2014					[]	{"condition":"repeat_target","target":"astoundingly","context":["colossally","outrageously","insanely"]}	11.010833333333334
18	During the off-season, about what percent of his free time do you think Tom Lyons spends working with children one-on-one and coaching them? (adjust the slider to answer)	NA	2	NA	11.504	slider	NA	amount	0.35	englis	2	Male	36		Yes	3	Windows	768	1366	Chrome	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3QRYMNZ7FYHEB8H6LLBE55A5AJ4NTS	18	Approved	Mon Dec 01 22:25:55 PST 2014	Mon Dec 01 05:34:52 PST 2014	Mon Dec 01 05:45:55 PST 2014	Mon Dec 01 05:51:54 PST 2014					[]	{"condition":"repeat_target","target":"astoundingly","context":["colossally","outrageously","insanely"]}	11.010833333333334
18	Why do you think Tom Lyons puts so much time and energy into baseball camps instead of taking a vacation?	.	3	NA	18.857	free	Because	explanation	he wants to be a positive influence on people	englis	2	Male	36		Yes	3	Windows	768	1366	Chrome	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3QRYMNZ7FYHEB8H6LLBE55A5AJ4NTS	18	Approved	Mon Dec 01 22:25:55 PST 2014	Mon Dec 01 05:34:52 PST 2014	Mon Dec 01 05:45:55 PST 2014	Mon Dec 01 05:51:54 PST 2014					[]	{"condition":"repeat_target","target":"astoundingly","context":["colossally","outrageously","insanely"]}	11.010833333333334
18	Please fill in the blank with your best guess:	, Tom Lyons would not hold baseball camps instead of taking a vacation.	4	NA	24.719	free	If it wasn&quotechart the case that	counterfactual	he enjoys helping the less fortunate	englis	2	Male	36		Yes	3	Windows	768	1366	Chrome	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3QRYMNZ7FYHEB8H6LLBE55A5AJ4NTS	18	Approved	Mon Dec 01 22:25:55 PST 2014	Mon Dec 01 05:34:52 PST 2014	Mon Dec 01 05:45:55 PST 2014	Mon Dec 01 05:51:54 PST 2014					[]	{"condition":"repeat_target","target":"astoundingly","context":["colossally","outrageously","insanely"]}	11.010833333333334
19	NA	NA	NA	NA	592.892	NA	NA	none	NA	English	1	Female	38		Yes	2	Windows	1024	1280	Chrome	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	30IQTZXKAK6I7TYJPPADJWZYFMGX09	19	Approved	Mon Dec 01 22:38:02 PST 2014	Mon Dec 01 05:35:35 PST 2014	Mon Dec 01 05:58:02 PST 2014	Mon Dec 01 06:27:31 PST 2014					[]	{"condition":"variety_of_adverbs","target":"astoundingly","context":[]}	12.6953
19	What kind of camps does Tom Lyons hold?	camps.	0	baseball	5.449	free	He holds	attention_check	baseball	English	1	Female	38		Yes	2	Windows	1024	1280	Chrome	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	30IQTZXKAK6I7TYJPPADJWZYFMGX09	19	Approved	Mon Dec 01 22:38:02 PST 2014	Mon Dec 01 05:35:35 PST 2014	Mon Dec 01 05:58:02 PST 2014	Mon Dec 01 06:27:31 PST 2014					[]	{"condition":"variety_of_adverbs","target":"astoundingly","context":[]}	12.6953
19	What position does Tom Lyons play?	.	1	pitcher	8.501	free	Tom Lyons is a	attention_check	professional baseball pitcher	English	1	Female	38		Yes	2	Windows	1024	1280	Chrome	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	30IQTZXKAK6I7TYJPPADJWZYFMGX09	19	Approved	Mon Dec 01 22:38:02 PST 2014	Mon Dec 01 05:35:35 PST 2014	Mon Dec 01 05:58:02 PST 2014	Mon Dec 01 06:27:31 PST 2014					[]	{"condition":"variety_of_adverbs","target":"astoundingly","context":[]}	12.6953
19	During the off-season, about what percent of his free time do you think Tom Lyons spends working with children one-on-one and coaching them? (adjust the slider to answer)	NA	2	NA	12.035	slider	NA	amount	0.7	English	1	Female	38		Yes	2	Windows	1024	1280	Chrome	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	30IQTZXKAK6I7TYJPPADJWZYFMGX09	19	Approved	Mon Dec 01 22:38:02 PST 2014	Mon Dec 01 05:35:35 PST 2014	Mon Dec 01 05:58:02 PST 2014	Mon Dec 01 06:27:31 PST 2014					[]	{"condition":"variety_of_adverbs","target":"astoundingly","context":[]}	12.6953
19	Why do you think Tom Lyons puts so much time and energy into baseball camps instead of taking a vacation?	.	3	NA	61.105	free	Because	explanation	he wants to help the underprivileged children 	English	1	Female	38		Yes	2	Windows	1024	1280	Chrome	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	30IQTZXKAK6I7TYJPPADJWZYFMGX09	19	Approved	Mon Dec 01 22:38:02 PST 2014	Mon Dec 01 05:35:35 PST 2014	Mon Dec 01 05:58:02 PST 2014	Mon Dec 01 06:27:31 PST 2014					[]	{"condition":"variety_of_adverbs","target":"astoundingly","context":[]}	12.6953
19	Please fill in the blank with your best guess:	, Tom Lyons would not hold baseball camps instead of taking a vacation.	4	NA	55.401	free	If it wasn&quotechart the case that	counterfactual	there weren&quotechart kids living in poor neighborhoods	English	1	Female	38		Yes	2	Windows	1024	1280	Chrome	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	30IQTZXKAK6I7TYJPPADJWZYFMGX09	19	Approved	Mon Dec 01 22:38:02 PST 2014	Mon Dec 01 05:35:35 PST 2014	Mon Dec 01 05:58:02 PST 2014	Mon Dec 01 06:27:31 PST 2014					[]	{"condition":"variety_of_adverbs","target":"astoundingly","context":[]}	12.6953
20	NA	NA	NA	NA	42.864	NA	NA	none	NA	English	1	Female	48		Yes	3	Windows	1080	1920	Chrome	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3T3IWE1XG6NZE5UY1D3V9Z5AFUTTQN	20	Approved	Mon Dec 01 23:26:14 PST 2014	Mon Dec 01 06:42:01 PST 2014	Mon Dec 01 06:46:14 PST 2014	Mon Dec 01 09:44:54 PST 2014					[]	{"condition":"no_adverbs","target":"astoundingly","context":["outrageously","insanely","colossally"]}	3.453116666666667
20	What kind of camps does Tom Lyons hold?	camps.	0	baseball	30.832	free	He holds	attention_check	free baseball	English	1	Female	48		Yes	3	Windows	1080	1920	Chrome	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3T3IWE1XG6NZE5UY1D3V9Z5AFUTTQN	20	Approved	Mon Dec 01 23:26:14 PST 2014	Mon Dec 01 06:42:01 PST 2014	Mon Dec 01 06:46:14 PST 2014	Mon Dec 01 09:44:54 PST 2014					[]	{"condition":"no_adverbs","target":"astoundingly","context":["outrageously","insanely","colossally"]}	3.453116666666667
20	What position does Tom Lyons play?	.	1	pitcher	5.475	free	Tom Lyons is a	attention_check	pitcher	English	1	Female	48		Yes	3	Windows	1080	1920	Chrome	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3T3IWE1XG6NZE5UY1D3V9Z5AFUTTQN	20	Approved	Mon Dec 01 23:26:14 PST 2014	Mon Dec 01 06:42:01 PST 2014	Mon Dec 01 06:46:14 PST 2014	Mon Dec 01 09:44:54 PST 2014					[]	{"condition":"no_adverbs","target":"astoundingly","context":["outrageously","insanely","colossally"]}	3.453116666666667
20	During the off-season, about what percent of his free time do you think Tom Lyons spends working with children one-on-one and coaching them? (adjust the slider to answer)	NA	2	NA	27.959	slider	NA	amount	0.8	English	1	Female	48		Yes	3	Windows	1080	1920	Chrome	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3T3IWE1XG6NZE5UY1D3V9Z5AFUTTQN	20	Approved	Mon Dec 01 23:26:14 PST 2014	Mon Dec 01 06:42:01 PST 2014	Mon Dec 01 06:46:14 PST 2014	Mon Dec 01 09:44:54 PST 2014					[]	{"condition":"no_adverbs","target":"astoundingly","context":["outrageously","insanely","colossally"]}	3.453116666666667
20	Why do you think Tom Lyons puts so much time and energy into baseball camps instead of taking a vacation?	.	3	NA	25.48	free	Because	explanation	to positively effect children and communities	English	1	Female	48		Yes	3	Windows	1080	1920	Chrome	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3T3IWE1XG6NZE5UY1D3V9Z5AFUTTQN	20	Approved	Mon Dec 01 23:26:14 PST 2014	Mon Dec 01 06:42:01 PST 2014	Mon Dec 01 06:46:14 PST 2014	Mon Dec 01 09:44:54 PST 2014					[]	{"condition":"no_adverbs","target":"astoundingly","context":["outrageously","insanely","colossally"]}	3.453116666666667
20	Please fill in the blank with your best guess:	, Tom Lyons would not hold baseball camps instead of taking a vacation.	4	NA	27.947	free	If it wasn&quotechart the case that	counterfactual	kids love the free baseball camps	English	1	Female	48		Yes	3	Windows	1080	1920	Chrome	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3T3IWE1XG6NZE5UY1D3V9Z5AFUTTQN	20	Approved	Mon Dec 01 23:26:14 PST 2014	Mon Dec 01 06:42:01 PST 2014	Mon Dec 01 06:46:14 PST 2014	Mon Dec 01 09:44:54 PST 2014					[]	{"condition":"no_adverbs","target":"astoundingly","context":["outrageously","insanely","colossally"]}	3.453116666666667
21	NA	NA	NA	NA	118.916	NA	NA	none	NA	english	1	Male	32		Yes	3	Windows	1050	1680	Chrome	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3ZPBJO59KP1FKNZYWXGMVHVNLL9HDW	21	Approved	Mon Dec 01 23:30:07 PST 2014	Mon Dec 01 06:42:37 PST 2014	Mon Dec 01 06:50:07 PST 2014	Mon Dec 01 09:44:55 PST 2014					[]	{"condition":"no_adverbs","target":"astoundingly","context":["colossally","insanely","outrageously"]}	3.2904166666666668
21	What kind of camps does Tom Lyons hold?	camps.	0	baseball	6.532	free	He holds	attention_check	baseball	english	1	Male	32		Yes	3	Windows	1050	1680	Chrome	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3ZPBJO59KP1FKNZYWXGMVHVNLL9HDW	21	Approved	Mon Dec 01 23:30:07 PST 2014	Mon Dec 01 06:42:37 PST 2014	Mon Dec 01 06:50:07 PST 2014	Mon Dec 01 09:44:55 PST 2014					[]	{"condition":"no_adverbs","target":"astoundingly","context":["colossally","insanely","outrageously"]}	3.2904166666666668
21	What position does Tom Lyons play?	.	1	pitcher	4.181	free	Tom Lyons is a	attention_check	pitcher	english	1	Male	32		Yes	3	Windows	1050	1680	Chrome	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3ZPBJO59KP1FKNZYWXGMVHVNLL9HDW	21	Approved	Mon Dec 01 23:30:07 PST 2014	Mon Dec 01 06:42:37 PST 2014	Mon Dec 01 06:50:07 PST 2014	Mon Dec 01 09:44:55 PST 2014					[]	{"condition":"no_adverbs","target":"astoundingly","context":["colossally","insanely","outrageously"]}	3.2904166666666668
21	During the off-season, about what percent of his free time do you think Tom Lyons spends working with children one-on-one and coaching them? (adjust the slider to answer)	NA	2	NA	10.956	slider	NA	amount	0.25	english	1	Male	32		Yes	3	Windows	1050	1680	Chrome	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3ZPBJO59KP1FKNZYWXGMVHVNLL9HDW	21	Approved	Mon Dec 01 23:30:07 PST 2014	Mon Dec 01 06:42:37 PST 2014	Mon Dec 01 06:50:07 PST 2014	Mon Dec 01 09:44:55 PST 2014					[]	{"condition":"no_adverbs","target":"astoundingly","context":["colossally","insanely","outrageously"]}	3.2904166666666668
